,Technology,Test_type,Data Speed(Mbps),Signal_strength
259059,3G,Upload,0.71,-97
259072,3G,Upload,0.16,-101
259073,3G,Upload,0.37,-91
259074,3G,Upload,0.86,-89
259075,3G,Upload,1.55,-87
259076,3G,Upload,1.72,-89
259077,3G,Upload,1.18,-95
259152,3G,Download,1.42,na
259155,3G,Upload,1.68,-113
259177,3G,Download,6.81,-95
259178,3G,Download,7.96,-87
259179,3G,Upload,1.47,-93
259180,3G,Upload,1.29,-83
259254,3G,Download,2.41,-81
259547,3G,Upload,0.14,-75
259555,3G,Download,0.37,-101
259558,3G,Download,1.87,-103
259562,3G,Download,0.89,-99
259563,3G,Download,5.58,-93
259567,3G,Upload,0.44,-103
259568,3G,Upload,0.05,-77
259570,3G,Upload,1.41,-99
259574,3G,Upload,0.83,-97
259575,3G,Upload,2.16,-93
259596,3G,Download,0.03,-85
259597,3G,Download,0.2,-85
259598,3G,Download,0.32,-85
259599,3G,Download,0.2,-85
259600,3G,Upload,1.11,-85
259601,3G,Upload,1.23,-85
259602,3G,Upload,0.93,-91
259603,3G,Upload,1.37,-85
259608,3G,Download,0.14,-97
259609,3G,Download,0.21,-91
259610,3G,Download,0.12,-91
259611,3G,Download,3.92,-91
259612,3G,Download,1.12,-91
259613,3G,Download,0.57,-91
259614,3G,Upload,0.34,-97
259615,3G,Upload,0.86,-91
259616,3G,Upload,0.74,-91
259617,3G,Upload,0.75,-91
259618,3G,Upload,1.28,-91
259619,3G,Upload,0.63,-91
259657,3G,Download,1.55,-81
259666,3G,Upload,0.37,-81
259674,3G,Download,0.1,-89
259675,3G,Upload,0.41,-87
259695,3G,Download,4.29,-75
259699,3G,Download,4.08,-67
259700,3G,Download,4.48,-67
259709,3G,Download,3.52,-71
259713,3G,Download,3.49,-75
259714,3G,Download,9.64,-73
259715,3G,Download,8.0,-63
259728,3G,Download,8.32,na
259733,3G,Download,3.61,-63
259741,3G,Download,4.18,-71
259744,3G,Download,9.29,-69
259746,3G,Download,0.59,-77
259747,3G,Download,3.22,-75
259751,3G,Download,3.93,-83
259756,3G,Download,4.09,-81
259757,3G,Download,4.27,-79
259762,3G,Download,4.34,-83
259763,3G,Download,5.72,-71
259768,3G,Download,4.01,-77
259769,3G,Download,3.04,-81
259772,3G,Download,7.16,-65
259773,3G,Download,7.15,-65
259774,3G,Download,5.27,-61
259804,3G,Download,1.91,-103
259805,3G,Download,2.14,-105
259807,3G,Download,7.84,-55
259812,3G,Download,3.24,-69
259816,3G,Download,1.38,-71
259819,3G,Download,1.64,-75
259821,3G,Download,0.47,-109
259822,3G,Download,3.13,-69
259834,3G,Upload,3.72,-73
259838,3G,Upload,3.28,-67
259839,3G,Upload,2.57,-67
259840,3G,Upload,0.38,-71
259852,3G,Upload,1.8,-71
259853,3G,Upload,1.82,-73
259854,3G,Upload,1.93,-61
259867,3G,Upload,1.79,na
259872,3G,Upload,2.74,-75
259880,3G,Upload,3.19,-69
259883,3G,Upload,4.77,-69
259885,3G,Upload,1.67,-75
259886,3G,Upload,3.03,-73
259890,3G,Upload,2.57,-81
259895,3G,Upload,1.62,-81
259896,3G,Upload,2.12,-77
259901,3G,Upload,3.23,-83
259902,3G,Upload,4.26,-71
259907,3G,Upload,2.96,-79
259908,3G,Upload,2.67,-81
259911,3G,Upload,1.78,-65
259912,3G,Upload,1.74,-65
259913,3G,Upload,3.49,-61
259943,3G,Upload,0.62,-105
259944,3G,Upload,0.81,-103
259946,3G,Upload,1.8,-55
259951,3G,Upload,0.76,-67
259955,3G,Upload,1.69,-69
259958,3G,Upload,3.08,-75
259960,3G,Upload,0.68,-105
259961,3G,Upload,0.08,-69
260183,3G,Download,2.96,-89
260184,3G,Download,0.0,-59
260185,3G,Upload,0.04,-89
260186,3G,Upload,1.04,-59
260187,3G,Download,0.19,-91
260188,3G,Download,0.1,-109
260189,3G,Upload,0.42,-91
260190,3G,Upload,0.39,-109
260197,3G,Download,6.22,-89
260198,3G,Download,7.51,-87
260199,3G,Upload,0.34,-99
260200,3G,Upload,0.29,-89
260289,3G,Download,0.23,-89
260290,3G,Download,0.58,-97
260304,3G,Upload,1.5,-89
260305,3G,Upload,1.66,-97
260361,3G,Upload,0.97,-101
260574,3G,Download,0.23,-85
260577,3G,Download,0.37,-85
260578,3G,Download,1.13,-81
260579,3G,Upload,0.0,-91
260580,3G,Upload,0.0,-81
260627,3G,Download,2.28,-87
260628,3G,Download,3.84,-87
260689,3G,Download,0.38,-97
260690,3G,Download,0.57,-91
260691,3G,Upload,1.21,-97
260692,3G,Upload,1.01,-85
260836,3G,Download,1.18,-91
260837,3G,Download,3.35,-91
260838,3G,Upload,1.19,-91
260839,3G,Upload,1.23,-89
261336,3G,Upload,0.77,-93
261337,3G,Upload,1.05,-91
261338,3G,Upload,0.29,-87
261384,3G,Download,1.4,-91
261385,3G,Upload,0.09,-91
261462,3G,Download,0.29,-91
261463,3G,Download,1.67,-83
261464,3G,Download,0.66,-85
261465,3G,Download,1.08,-67
261466,3G,Upload,0.4,-91
261467,3G,Upload,1.26,-83
261468,3G,Upload,0.01,-85
261469,3G,Upload,3.2,-67
261551,3G,Upload,0.9,-89
261581,3G,Download,3.62,-97
261582,3G,Upload,0.23,-97
261609,3G,Download,3.77,-85
261610,3G,Download,1.79,-91
261612,3G,Download,3.91,-69
261613,3G,Download,10.87,-75
261616,3G,Download,2.21,-75
261617,3G,Download,2.07,-75
261618,3G,Download,6.22,-85
261619,3G,Upload,3.8,-85
261620,3G,Upload,1.5,-91
261622,3G,Upload,2.29,-63
261623,3G,Upload,2.64,-63
261626,3G,Upload,2.5,-77
261627,3G,Upload,2.07,-77
261628,3G,Upload,3.98,-85
261643,3G,Download,0.76,-93
261667,3G,Download,9.18,-83
261668,3G,Download,6.31,-83
261698,3G,Download,6.08,-105
261699,3G,Download,3.26,-103
261700,3G,Download,2.0,-101
261701,3G,Download,7.82,-89
261723,3G,Download,1.08,-83
261749,3G,Download,2.46,-89
261750,3G,Download,3.57,-89
261751,3G,Download,2.5,-87
261752,3G,Download,1.88,-77
261766,3G,Download,5.46,-89
261769,3G,Download,3.53,-99
261770,3G,Download,6.83,-85
261772,3G,Download,9.43,-85
261803,3G,Download,0.2,-111
261804,3G,Download,1.27,-89
261805,3G,Download,0.97,-97
261806,3G,Download,0.33,-107
261807,3G,Download,1.93,-87
261808,3G,Download,6.46,-81
261843,3G,Download,2.44,-77
261844,3G,Download,0.52,-61
261879,3G,Download,4.97,-111
261889,3G,Download,0.16,-97
261943,3G,Upload,1.94,-83
261967,3G,Upload,0.95,-83
261968,3G,Upload,3.83,-83
261998,3G,Upload,1.9,-101
261999,3G,Upload,1.06,-101
262000,3G,Upload,2.45,-101
262001,3G,Upload,1.46,-93
262023,3G,Upload,1.68,-89
262024,3G,Upload,2.09,-99
262026,3G,Upload,1.2,-101
262049,3G,Upload,3.89,-93
262050,3G,Upload,4.66,-89
262051,3G,Upload,3.0,-87
262052,3G,Upload,3.97,-79
262062,3G,Upload,1.5,-107
262066,3G,Upload,2.22,-87
262069,3G,Upload,4.27,-101
262070,3G,Upload,5.38,-81
262072,3G,Upload,2.81,-89
262103,3G,Upload,0.5,-111
262104,3G,Upload,0.03,-89
262105,3G,Upload,0.45,-93
262106,3G,Upload,0.07,-109
262107,3G,Upload,1.15,-89
262108,3G,Upload,1.27,-79
262143,3G,Upload,2.73,-77
262144,3G,Upload,2.46,-65
262179,3G,Upload,3.79,-107
262271,3G,Download,2.74,-81
262272,3G,Upload,3.22,-81
262273,3G,Download,2.12,-97
262274,3G,Upload,2.33,-93
262326,3G,Upload,0.72,-87
262327,3G,Upload,1.5,-85
262328,3G,Upload,0.51,-95
262329,3G,Upload,1.69,-89
262330,3G,Upload,1.46,-93
262331,3G,Upload,1.84,-87
262332,3G,Upload,1.85,-95
262333,3G,Upload,0.57,-107
262439,3G,Download,0.68,-97
262440,3G,Download,1.06,-83
262441,3G,Download,1.26,-79
262442,3G,Download,3.03,-73
262443,3G,Download,0.77,-97
262444,3G,Download,0.33,-97
262445,3G,Download,0.42,-87
262457,3G,Download,1.21,-93
262460,3G,Download,0.16,-89
262477,3G,Upload,0.0,-81
262478,3G,Upload,0.67,-83
262479,3G,Upload,1.17,-79
262480,3G,Upload,0.0,-73
262481,3G,Upload,0.79,-97
262482,3G,Upload,0.4,-97
262483,3G,Upload,0.0,-89
262495,3G,Upload,0.68,-81
262498,3G,Upload,0.54,-89
262528,3G,Upload,0.06,-63
262531,3G,Download,0.05,-97
262532,3G,Upload,0.45,-97
262775,3G,Download,2.73,-97
262776,3G,Download,2.29,-97
262777,3G,Download,2.64,-97
262778,3G,Download,3.16,-95
262781,3G,Upload,0.81,-97
262782,3G,Upload,0.96,-97
262783,3G,Upload,0.7,-97
262784,3G,Upload,1.1,-95
262830,3G,Download,0.61,-91
262909,3G,Download,10.63,-77
262927,3G,Upload,0.12,-101
262938,3G,Upload,0.96,-77
263059,3G,Upload,1.15,-79
263062,3G,Upload,3.97,-59
263067,3G,Download,0.09,-93
263068,3G,Download,0.63,-91
263069,3G,Upload,0.25,-93
263070,3G,Upload,0.01,-91
263121,3G,Download,3.88,-83
263122,3G,Download,5.06,-71
263128,3G,Download,0.54,-71
263131,3G,Download,1.0,-71
263159,3G,Upload,1.65,-83
263160,3G,Upload,1.78,-71
263166,3G,Upload,0.04,-71
263169,3G,Upload,1.4,-71
263356,3G,Download,0.57,-77
263357,3G,Download,1.41,-77
263358,3G,Download,1.15,-57
263359,3G,Download,0.68,-67
263360,3G,Download,0.4,-63
263361,3G,Download,1.12,-67
263362,3G,Download,1.32,-75
263363,3G,Download,0.54,-75
263364,3G,Download,0.61,-69
263365,3G,Download,2.98,-75
263366,3G,Download,2.39,-65
263367,3G,Download,2.27,-61
263368,3G,Download,0.58,-73
263369,3G,Download,2.16,-77
263370,3G,Download,5.76,-55
263371,3G,Download,3.53,-63
263372,3G,Upload,1.84,-85
263373,3G,Upload,1.22,-77
263374,3G,Upload,2.4,-67
263375,3G,Upload,1.08,-67
263376,3G,Upload,1.53,-63
263377,3G,Upload,0.05,-67
263378,3G,Upload,1.71,-73
263379,3G,Upload,0.39,-73
263380,3G,Upload,1.8,-69
263381,3G,Upload,1.88,-69
263382,3G,Upload,2.05,-69
263383,3G,Upload,1.2,-57
263384,3G,Upload,0.55,-79
263385,3G,Upload,1.91,-69
263386,3G,Upload,0.44,na
263387,3G,Upload,0.51,-67
263388,3G,Download,0.4,-87
263389,3G,Download,0.25,-83
263391,3G,Upload,0.8,-87
263392,3G,Upload,0.39,-83
263413,3G,Download,0.42,-85
263414,3G,Upload,2.12,-85
263467,3G,Download,3.12,-87
263468,3G,Upload,1.48,-85
263469,3G,Download,3.77,-87
263470,3G,Download,0.74,-97
263471,3G,Upload,0.62,-89
263472,3G,Upload,0.18,-93
263473,3G,Download,2.26,-89
263561,3G,Download,3.96,-85
263564,3G,Upload,1.12,-85
263567,3G,Download,2.94,-97
263615,3G,Download,0.96,-91
263616,3G,Download,1.41,-91
263617,3G,Download,0.6,-93
263624,3G,Download,0.6,-97
263625,3G,Download,1.35,-95
263626,3G,Download,1.56,-93
263627,3G,Download,1.28,-93
263631,3G,Upload,0.8,-91
263632,3G,Upload,1.4,-91
263633,3G,Upload,0.38,-93
263640,3G,Upload,0.15,-93
263641,3G,Upload,0.26,-95
263642,3G,Upload,1.42,-93
263643,3G,Upload,0.02,-93
263645,3G,Download,0.1,-97
263646,3G,Download,6.1,-101
263647,3G,Upload,2.0,-99
263648,3G,Upload,0.63,-105
263679,3G,Download,0.98,-69
263680,3G,Upload,2.73,-69
263750,3G,Download,4.08,-69
263752,3G,Upload,1.56,-69
263909,3G,Download,1.21,-75
263915,3G,Download,5.48,-73
263926,3G,Download,1.45,-59
263979,3G,Upload,0.01,-75
263985,3G,Upload,0.97,-79
264085,3G,Download,0.21,-93
264088,3G,Upload,0.81,-93
264151,3G,Download,12.99,na
264152,3G,Download,6.54,-67
264167,3G,Download,0.56,-67
264168,3G,Download,0.47,-61
264169,3G,Download,0.78,-73
264178,3G,Download,0.29,-97
264179,3G,Download,0.29,-91
264212,3G,Download,3.24,-63
264220,3G,Download,0.17,-83
264221,3G,Download,0.42,-93
264222,3G,Download,0.03,-91
264231,3G,Upload,2.1,na
264232,3G,Upload,1.21,-81
264246,3G,Upload,0.28,-67
264247,3G,Upload,0.93,-69
264248,3G,Upload,0.95,-73
264255,3G,Upload,0.31,-79
264257,3G,Upload,0.34,-89
264258,3G,Upload,0.7,-91
264287,3G,Upload,0.23,-83
264291,3G,Upload,2.12,-63
264299,3G,Upload,0.09,-83
264300,3G,Upload,0.8,-89
264301,3G,Upload,0.68,-89
264323,3G,Download,0.83,-75
264324,3G,Upload,0.11,-73
264335,3G,Download,0.22,-79
264336,3G,Download,0.03,-73
264337,3G,Download,0.21,-107
264338,3G,Upload,1.03,-79
264339,3G,Upload,1.68,-73
264340,3G,Upload,0.18,-107
264404,3G,Download,0.11,-63
264410,3G,Download,0.68,-65
264420,3G,Upload,1.2,-57
264426,3G,Upload,1.29,-61
264492,3G,Download,0.27,-103
264507,3G,Download,0.22,-85
264508,3G,Upload,0.3,-87
264590,3G,Download,4.02,-77
264591,3G,Download,4.48,-77
264598,3G,Upload,0.64,-77
264599,3G,Upload,0.54,-77
264614,3G,Upload,1.54,-67
264761,3G,Download,0.16,-111
264775,3G,Upload,0.05,-85
264790,3G,Download,0.12,-91
264798,3G,Upload,1.27,-91
264825,3G,Upload,0.66,-73
264826,3G,Upload,0.38,-75
264827,3G,Upload,0.39,-105
264828,3G,Download,15.14,-65
264829,3G,Download,13.95,-69
264830,3G,Download,15.34,-77
264831,3G,Upload,4.49,-55
264832,3G,Upload,4.67,-55
264833,3G,Upload,4.59,-57
264999,3G,Download,1.3,-103
265012,3G,Upload,0.08,-103
265217,3G,Download,1.14,-85
265218,3G,Upload,1.19,-85
265298,3G,Download,0.29,-87
265299,3G,Download,0.25,-83
265300,3G,Download,0.7,-85
265301,3G,Download,0.2,-85
265302,3G,Download,0.34,-71
265303,3G,Download,2.56,-75
265304,3G,Download,1.64,-83
265305,3G,Download,3.1,-71
265306,3G,Upload,1.41,-83
265307,3G,Upload,1.67,-89
265308,3G,Upload,1.91,-85
265309,3G,Upload,1.04,-87
265310,3G,Upload,0.85,-77
265311,3G,Upload,1.79,-75
265312,3G,Upload,1.75,-83
265313,3G,Upload,1.89,-69
265395,3G,Upload,1.16,-77
265396,3G,Upload,0.21,-73
265646,3G,Download,0.63,-93
265647,3G,Download,0.74,-69
265649,3G,Upload,1.05,-93
265650,3G,Upload,0.93,-59
265864,3G,Download,1.62,-97
265870,3G,Download,0.93,-77
265871,3G,Upload,0.08,-77
266004,3G,Download,0.0,-103
266008,3G,Download,0.21,-87
266009,3G,Download,3.39,-93
266015,3G,Download,0.0,-91
266032,3G,Upload,0.98,-85
266033,3G,Upload,1.13,-113
266228,3G,Upload,2.52,-61
266229,3G,Upload,1.86,-61
266230,3G,Upload,1.35,-69
266231,3G,Upload,3.65,-59
266232,3G,Upload,3.77,-61
266264,3G,Download,0.03,-97
266265,3G,Download,1.66,-95
266266,3G,Download,0.01,-77
266267,3G,Download,0.77,-83
266268,3G,Download,0.0,-59
266269,3G,Download,0.2,-61
266270,3G,Download,0.0,-73
266286,3G,Download,5.05,-101
266287,3G,Download,0.24,-107
266288,3G,Upload,0.16,-101
266289,3G,Upload,0.66,-103
266392,3G,Download,3.24,-97
266393,3G,Download,0.97,-83
266394,3G,Upload,0.53,-97
266395,3G,Upload,0.03,-85
266481,3G,Download,2.02,-87
266496,3G,Upload,2.44,-87
266506,3G,Download,1.72,-89
266512,3G,Upload,0.09,-89
266523,3G,Download,0.05,-79
266612,3G,Download,0.1,-69
266617,3G,Upload,0.44,-81
266662,3G,Download,2.17,-91
266663,3G,Download,4.88,-71
266664,3G,Upload,2.02,-85
266665,3G,Upload,1.62,-85
266844,3G,Download,1.8,-61
266845,3G,Download,4.41,-73
266846,3G,Upload,1.16,-61
266847,3G,Upload,1.89,-73
266864,3G,Download,20.2,-83
266877,3G,Upload,0.38,-94
266906,3G,Download,3.17,-77
266907,3G,Download,0.21,-101
266908,3G,Upload,1.86,-77
266909,3G,Upload,0.52,-101
266968,3G,Download,0.14,-75
266969,3G,Download,0.21,-77
266970,3G,Download,1.21,-91
266971,3G,Download,0.83,-85
266972,3G,Download,0.11,-85
266973,3G,Download,0.03,-79
266974,3G,Upload,1.23,-75
266975,3G,Upload,1.06,-77
266976,3G,Upload,1.46,-91
266977,3G,Upload,1.7,-85
266978,3G,Upload,1.76,-85
266979,3G,Upload,0.68,-79
266990,3G,Download,0.71,-71
266991,3G,Download,0.73,-77
266994,3G,Upload,0.0,-71
266995,3G,Upload,3.02,-77
267067,3G,Download,6.27,-69
267068,3G,Download,7.88,-75
267071,3G,Upload,2.68,-69
267072,3G,Upload,1.43,-73
267090,3G,Download,2.61,-75
267091,3G,Download,0.96,-75
267092,3G,Download,2.33,-77
267093,3G,Download,1.32,-75
267094,3G,Download,2.47,-75
267100,3G,Upload,2.31,-75
267101,3G,Upload,2.52,-81
267102,3G,Upload,3.14,-77
267103,3G,Upload,2.23,-75
267104,3G,Upload,2.97,-83
267199,3G,Download,0.25,-97
267200,3G,Upload,0.22,-97
267264,3G,Download,0.78,-95
267265,3G,Download,1.2,-99
267266,3G,Download,0.46,-91
267268,3G,Download,1.8,-77
267278,3G,Download,2.81,-81
267279,3G,Download,0.33,-91
267283,3G,Upload,1.34,-89
267284,3G,Upload,1.09,-91
267498,3G,Download,2.64,-73
267544,3G,Upload,1.64,-73
267668,3G,Download,0.39,-81
267680,3G,Download,1.79,-77
267685,3G,Upload,0.84,-81
267697,3G,Upload,3.33,-79
267714,3G,Download,0.37,-95
267715,3G,Download,1.12,-95
267716,3G,Download,0.7,-95
267717,3G,Upload,1.7,-99
267718,3G,Upload,1.55,-101
267719,3G,Upload,1.53,-95
267903,3G,Download,0.08,-77
267904,3G,Upload,3.9,-77
267937,3G,Download,0.88,-85
267938,3G,Upload,0.21,-85
267976,3G,Download,0.06,-99
268011,3G,Upload,11.48,-90
268210,3G,Upload,0.38,-79
268214,3G,Download,0.25,-89
268215,3G,Download,1.35,-101
268216,3G,Download,1.27,-91
268217,3G,Download,0.9,-97
268218,3G,Download,5.64,-93
268219,3G,Download,4.1,-95
268220,3G,Download,0.16,-103
268221,3G,Upload,0.36,-89
268222,3G,Upload,1.63,-97
268223,3G,Upload,0.2,-93
268224,3G,Upload,0.6,-97
268225,3G,Upload,1.6,-105
268226,3G,Upload,1.67,-89
268227,3G,Upload,0.19,-105
268228,3G,Download,1.12,-89
268229,3G,Upload,0.05,-89
268272,3G,Upload,0.0,-79
268273,3G,Upload,0.88,-91
268330,3G,Download,0.93,na
268331,3G,Download,0.97,-85
268333,3G,Upload,0.4,na
268334,3G,Upload,0.32,-73
268524,3G,Download,1.34,-63
268525,3G,Download,0.86,-57
268526,3G,Download,0.52,-69
268527,3G,Upload,0.53,-63
268528,3G,Upload,0.17,-57
268529,3G,Upload,0.24,-69
268549,3G,Download,1.87,-89
268550,3G,Download,11.24,-63
268551,3G,Download,0.3,-79
268552,3G,Download,4.04,-79
268553,3G,Download,0.31,-69
268555,3G,Upload,0.67,-89
268556,3G,Upload,1.66,-65
268557,3G,Upload,0.22,-77
268558,3G,Upload,0.3,-79
268559,3G,Upload,0.4,-73
268815,3G,Download,0.22,-87
268826,3G,Download,0.37,-109
268829,3G,Download,1.86,-73
268832,3G,Download,0.74,-83
268836,3G,Download,1.51,-77
268842,3G,Download,7.1,-75
268852,3G,Download,2.52,-87
268854,3G,Download,3.22,-87
268857,3G,Download,5.11,-93
268859,3G,Download,1.13,-89
268861,3G,Download,0.0,-73
268864,3G,Download,7.37,-91
268866,3G,Download,1.31,-101
268870,3G,Download,4.42,-65
268875,3G,Download,0.87,-83
268880,3G,Download,6.81,-77
268881,3G,Download,0.3,-77
268890,3G,Download,0.88,-93
269035,3G,Download,3.15,-89
269036,3G,Download,2.89,-89
269037,3G,Download,3.09,-89
269038,3G,Download,2.98,-89
269039,3G,Upload,1.69,-89
269040,3G,Upload,1.65,-89
269041,3G,Upload,1.64,-89
269042,3G,Upload,1.34,-93
269083,3G,Download,5.85,-93
269088,3G,Upload,1.51,-93
269175,3G,Download,0.0,-103
269176,3G,Download,0.93,-95
269177,3G,Download,0.84,-81
269178,3G,Download,0.84,-73
269179,3G,Download,6.95,na
269180,3G,Upload,0.35,-99
269181,3G,Upload,1.74,-89
269182,3G,Upload,1.58,-77
269183,3G,Upload,1.69,-67
269184,3G,Upload,2.18,na
269511,3G,Upload,0.33,-97
269512,3G,Upload,0.25,-97
269688,3G,Download,0.26,-73
269689,3G,Download,0.63,-91
269690,3G,Upload,1.46,-75
269691,3G,Upload,0.63,-87
269699,3G,Download,0.42,-85
269701,3G,Upload,0.01,-87
269775,3G,Download,2.22,-97
269779,3G,Download,0.36,-95
269783,3G,Download,2.86,-57
269785,3G,Download,2.29,-71
269789,3G,Download,0.5,-105
269807,3G,Upload,1.28,-97
269811,3G,Upload,0.02,-97
269815,3G,Upload,0.53,na
269817,3G,Upload,0.0,-75
269821,3G,Upload,0.07,-109
269832,3G,Upload,1.85,-73
269937,3G,Download,0.3,-89
269938,3G,Download,0.23,-89
269940,3G,Download,0.57,-83
269942,3G,Download,0.94,-79
269943,3G,Download,0.34,-77
269946,3G,Download,0.57,-79
269947,3G,Download,0.49,-83
269949,3G,Download,1.17,-83
269950,3G,Download,0.33,-81
269951,3G,Download,0.4,-79
269952,3G,Upload,1.15,-87
269953,3G,Upload,2.08,-89
269955,3G,Upload,0.72,-83
269957,3G,Upload,2.59,-79
269958,3G,Upload,1.26,-77
269961,3G,Upload,1.09,-79
269962,3G,Upload,1.84,-81
269964,3G,Upload,3.42,-81
269965,3G,Upload,0.96,-79
269966,3G,Upload,0.54,-77
269987,3G,Download,0.42,-87
270003,3G,Download,1.88,-65
270004,3G,Download,2.14,-79
270005,3G,Download,1.78,-81
270006,3G,Download,0.55,-87
270008,3G,Download,2.48,-55
270009,3G,Download,0.11,-83
270010,3G,Download,2.62,-91
270011,3G,Upload,1.2,-83
270027,3G,Upload,0.88,-67
270028,3G,Upload,0.71,-73
270029,3G,Upload,0.58,-83
270030,3G,Upload,0.8,-87
270032,3G,Upload,0.67,-77
270033,3G,Upload,0.53,-67
270034,3G,Upload,1.29,-89
270132,3G,Upload,2.83,-75
270133,3G,Upload,2.89,-67
270134,3G,Upload,3.12,-67
270135,3G,Upload,2.67,-89
270136,3G,Upload,2.15,-85
270137,3G,Upload,1.21,-73
270207,3G,Download,6.93,-87
270214,3G,Upload,0.96,-87
270264,3G,Upload,0.55,-85
270382,3G,Upload,3.57,-77
270468,3G,Download,2.01,-81
270471,3G,Download,3.32,-85
270472,3G,Download,2.01,-91
270473,3G,Download,1.12,-75
270477,3G,Download,0.73,-83
270481,3G,Download,0.93,-77
270486,3G,Download,2.21,-95
270496,3G,Download,0.24,-87
270498,3G,Upload,1.22,-77
270501,3G,Upload,1.43,-87
270502,3G,Upload,1.45,-87
270503,3G,Upload,0.97,-81
270507,3G,Upload,1.39,-79
270511,3G,Upload,1.01,-71
270516,3G,Upload,1.35,-91
270526,3G,Upload,0.45,-83
270528,3G,Download,0.68,-77
270531,3G,Download,2.39,-103
270533,3G,Upload,2.33,-77
270536,3G,Upload,1.55,-103
270569,3G,Download,0.78,-95
270574,3G,Upload,0.64,-89
270582,3G,Download,0.11,-85
270583,3G,Download,0.02,-81
270584,3G,Download,0.02,-79
270589,3G,Upload,1.34,-85
270590,3G,Upload,2.46,-81
270591,3G,Upload,1.24,-79
270634,3G,Download,4.49,-95
270635,3G,Download,4.28,-89
270636,3G,Upload,2.05,-95
270637,3G,Upload,1.51,-89
270640,3G,Download,2.91,-97
270642,3G,Download,7.1,-99
270643,3G,Download,1.47,-99
270644,3G,Download,6.53,-97
270645,3G,Download,8.6,-101
270646,3G,Upload,1.74,-91
270648,3G,Upload,1.38,-95
270649,3G,Upload,0.07,-99
270650,3G,Upload,1.24,-101
270651,3G,Upload,2.95,-93
270680,3G,Download,6.16,-67
270681,3G,Download,12.9,-67
270682,3G,Download,7.2,-81
270683,3G,Upload,4.73,-67
270684,3G,Upload,4.85,-67
270685,3G,Upload,2.47,-79
270719,3G,Upload,0.32,-77
270763,3G,Download,4.25,-81
270770,3G,Upload,1.57,-81
270992,3G,Upload,0.36,-75
271018,3G,Download,0.13,-91
271019,3G,Download,0.15,-91
271023,3G,Download,0.35,-97
271024,3G,Download,0.02,-97
271027,3G,Upload,0.37,-91
271028,3G,Upload,1.45,-91
271032,3G,Upload,0.52,-97
271033,3G,Upload,0.7,-97
271102,3G,Download,0.74,-85
271103,3G,Download,0.24,-85
271104,3G,Upload,0.75,-85
271105,3G,Upload,0.23,-85
271109,3G,Download,2.28,-87
271111,3G,Upload,0.98,-83
271230,3G,Download,0.24,-93
271231,3G,Download,0.2,-101
271232,3G,Download,0.22,-103
271233,3G,Download,1.2,-103
271234,3G,Download,4.25,-75
271235,3G,Upload,1.79,-97
271236,3G,Upload,1.2,-101
271237,3G,Upload,1.58,-107
271238,3G,Upload,0.03,-103
271239,3G,Upload,2.2,-75
271243,3G,Download,9.05,-57
271245,3G,Upload,2.2,-57
271256,3G,Upload,0.05,na
271278,3G,Download,0.35,-93
271279,3G,Download,0.48,-97
271282,3G,Upload,0.1,-93
271283,3G,Upload,0.09,-93
271342,3G,Download,2.9,-75
271343,3G,Download,1.64,-77
271344,3G,Download,5.08,-79
271345,3G,Download,4.02,-81
271346,3G,Upload,0.68,-75
271347,3G,Upload,0.41,-77
271348,3G,Upload,0.5,-79
271349,3G,Upload,1.21,-81
271451,3G,Download,0.04,-107
271456,3G,Upload,0.4,-107
271477,3G,Download,0.61,-99
271478,3G,Download,0.6,-99
271479,3G,Upload,0.01,-99
271480,3G,Upload,0.37,-99
271483,3G,Download,0.54,-97
271484,3G,Download,2.65,-91
271485,3G,Upload,1.89,-97
271486,3G,Upload,2.1,-91
271503,3G,Download,0.5,-63
271512,3G,Upload,0.03,-67
271551,3G,Download,0.01,-89
271572,3G,Upload,0.52,-89
271639,3G,Upload,0.61,-73
271640,3G,Upload,0.9,-67
271641,3G,Upload,0.15,-63
271642,3G,Upload,0.53,-71
271643,3G,Upload,0.15,-67
271644,3G,Upload,0.36,-85
271709,3G,Download,1.41,-81
271710,3G,Upload,1.07,-81
271736,3G,Upload,1.11,-67
271737,3G,Upload,0.8,-73
271738,3G,Upload,0.71,-63
271739,3G,Upload,1.0,-71
271740,3G,Upload,0.78,-71
271742,3G,Upload,0.87,-65
271743,3G,Upload,1.04,-65
271744,3G,Upload,0.84,-75
271745,3G,Upload,1.06,-83
271746,3G,Upload,1.09,-87
271747,3G,Upload,1.04,-87
271751,3G,Upload,0.94,-89
271752,3G,Upload,1.2,-91
271753,3G,Upload,3.94,-73
